# Region        : cellZone component_4
# Cells         : 286
# Volume        : 5.73139858e-01
# Time          	volAverage(T)
582             	3.08096500e+02
583             	3.08097349e+02
584             	3.08098167e+02
585             	3.08098960e+02
586             	3.08099636e+02
587             	3.08100243e+02
588             	3.08100773e+02
589             	3.08101293e+02
590             	3.08101874e+02
591             	3.08102520e+02
592             	3.08103120e+02
593             	3.08103705e+02
594             	3.08104265e+02
595             	3.08104755e+02
596             	3.08105183e+02
597             	3.08105568e+02
598             	3.08105934e+02
599             	3.08106324e+02
600             	3.08106761e+02
601             	3.08107254e+02
602             	3.08107779e+02
603             	3.08108301e+02
604             	3.08108829e+02
605             	3.08109354e+02
606             	3.08109867e+02
607             	3.08110362e+02
608             	3.08110830e+02
609             	3.08111345e+02
610             	3.08111903e+02
611             	3.08112503e+02
612             	3.08113130e+02
613             	3.08113776e+02
614             	3.08114421e+02
615             	3.08115069e+02
616             	3.08115704e+02
617             	3.08116369e+02
618             	3.08116979e+02
619             	3.08117543e+02
620             	3.08118059e+02
621             	3.08118556e+02
622             	3.08119050e+02
623             	3.08119473e+02
624             	3.08119871e+02
625             	3.08120239e+02
626             	3.08120574e+02
627             	3.08120868e+02
628             	3.08121126e+02
629             	3.08121353e+02
630             	3.08121554e+02
631             	3.08121739e+02
632             	3.08121924e+02
633             	3.08122108e+02
634             	3.08122344e+02
635             	3.08122640e+02
636             	3.08122992e+02
637             	3.08123357e+02
638             	3.08123715e+02
639             	3.08124091e+02
640             	3.08124509e+02
641             	3.08124946e+02
642             	3.08125398e+02
643             	3.08125880e+02
644             	3.08126342e+02
645             	3.08126740e+02
646             	3.08127102e+02
647             	3.08127497e+02
648             	3.08127875e+02
649             	3.08128253e+02
650             	3.08128705e+02
651             	3.08129144e+02
652             	3.08129544e+02
653             	3.08129939e+02
654             	3.08130344e+02
655             	3.08130763e+02
656             	3.08131142e+02
657             	3.08131471e+02
658             	3.08131747e+02
659             	3.08132010e+02
660             	3.08132261e+02
661             	3.08132497e+02
662             	3.08132658e+02
663             	3.08132826e+02
664             	3.08133048e+02
665             	3.08133302e+02
666             	3.08133562e+02
667             	3.08133788e+02
668             	3.08134005e+02
669             	3.08134211e+02
670             	3.08134382e+02
671             	3.08134513e+02
672             	3.08134599e+02
673             	3.08134641e+02
674             	3.08134652e+02
675             	3.08134664e+02
676             	3.08134741e+02
677             	3.08134873e+02
678             	3.08135069e+02
679             	3.08135351e+02
680             	3.08135673e+02
681             	3.08136006e+02
682             	3.08136332e+02
683             	3.08136668e+02
684             	3.08136988e+02
685             	3.08137261e+02
686             	3.08137551e+02
687             	3.08137863e+02
688             	3.08138060e+02
689             	3.08138208e+02
690             	3.08138333e+02
691             	3.08138480e+02
692             	3.08138603e+02
693             	3.08138527e+02
694             	3.08138433e+02
695             	3.08138302e+02
696             	3.08138106e+02
697             	3.08137899e+02
698             	3.08137715e+02
699             	3.08137583e+02
700             	3.08137511e+02
701             	3.08137504e+02
702             	3.08137495e+02
703             	3.08137507e+02
704             	3.08137522e+02
705             	3.08137494e+02
706             	3.08137475e+02
707             	3.08137493e+02
708             	3.08137536e+02
709             	3.08137606e+02
710             	3.08137723e+02
711             	3.08137862e+02
712             	3.08137942e+02
713             	3.08137956e+02
714             	3.08138044e+02
715             	3.08138222e+02
716             	3.08138461e+02
717             	3.08138642e+02
718             	3.08138819e+02
719             	3.08138984e+02
720             	3.08139133e+02
721             	3.08139313e+02
722             	3.08139426e+02
723             	3.08139515e+02
724             	3.08139547e+02
725             	3.08139622e+02
726             	3.08139678e+02
727             	3.08139699e+02
728             	3.08139687e+02
729             	3.08139494e+02
730             	3.08139278e+02
731             	3.08138992e+02
732             	3.08138696e+02
733             	3.08138484e+02
734             	3.08138311e+02
735             	3.08138161e+02
736             	3.08138050e+02
737             	3.08137994e+02
738             	3.08138063e+02
739             	3.08138213e+02
740             	3.08138395e+02
741             	3.08138496e+02
742             	3.08138505e+02
743             	3.08138508e+02
744             	3.08138611e+02
745             	3.08138789e+02
746             	3.08138993e+02
747             	3.08139202e+02
748             	3.08139413e+02
749             	3.08139646e+02
750             	3.08139890e+02
751             	3.08140125e+02
752             	3.08140341e+02
753             	3.08140486e+02
754             	3.08140592e+02
755             	3.08140673e+02
756             	3.08140769e+02
757             	3.08140860e+02
758             	3.08140938e+02
759             	3.08141011e+02
760             	3.08141095e+02
761             	3.08141184e+02
762             	3.08141286e+02
763             	3.08141343e+02
764             	3.08141446e+02
765             	3.08141493e+02
766             	3.08141597e+02
767             	3.08141693e+02
768             	3.08141794e+02
769             	3.08141898e+02
770             	3.08141960e+02
771             	3.08142015e+02
772             	3.08142130e+02
773             	3.08142218e+02
774             	3.08142378e+02
775             	3.08142580e+02
776             	3.08142781e+02
777             	3.08142893e+02
778             	3.08142925e+02
779             	3.08142990e+02
780             	3.08143094e+02
781             	3.08143240e+02
782             	3.08143409e+02
783             	3.08143614e+02
784             	3.08143891e+02
785             	3.08144190e+02
786             	3.08144538e+02
787             	3.08144905e+02
788             	3.08145264e+02
789             	3.08145595e+02
790             	3.08145838e+02
791             	3.08146035e+02
792             	3.08146171e+02
793             	3.08146276e+02
794             	3.08146351e+02
795             	3.08146413e+02
796             	3.08146515e+02
797             	3.08146625e+02
798             	3.08146754e+02
799             	3.08146905e+02
800             	3.08147068e+02
801             	3.08147171e+02
802             	3.08147272e+02
803             	3.08147340e+02
804             	3.08147357e+02
805             	3.08147363e+02
806             	3.08147367e+02
807             	3.08147376e+02
808             	3.08147396e+02
809             	3.08147444e+02
810             	3.08147525e+02
811             	3.08147620e+02
812             	3.08147713e+02
813             	3.08147817e+02
814             	3.08147924e+02
815             	3.08148035e+02
816             	3.08148160e+02
817             	3.08148301e+02
818             	3.08148457e+02
819             	3.08148627e+02
